KE,KT,HC_prop,scale,KC,scenario,HC_label,N,dN
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.189235614085312,0.009513996157757686
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.292298883481248,0.009648274446120587
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.395362152877183,0.009782220639118279
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.49842542227312,0.009915809192772799
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.601488691669054,0.010049014563106204
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.704551961064986,0.010181811206140532
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.80761523046092,0.010314173577897844
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,23.910678499856857,0.010446076134400175
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,24.013741769252793,0.010577493331669578
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,24.116805038648728,0.010708399625728103
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,24.21986830804466,0.010838769472597785
